index,Algal_Treatment,Proteobacteria;Gammaproteobacteria,Verrucomicrobiota;Chlamydiae,Cyanobacteria;Cyanobacteriia,Proteobacteria;Alphaproteobacteria,Bacteroidota;Bacteroidia,Campilobacterota;Campylobacteria,Firmicutes;Bacilli,Planctomycetota;Planctomycetes,Verrucomicrobiota;Verrucomicrobiae,Desulfobacterota;Desulfobulbia,Firmicutes;Clostridia,Desulfobacterota;Desulfobacteria,Desulfobacterota;Desulfovibrionia,Fusobacteriota;Fusobacteriia,Planctomycetota;OM190,Myxococcota;Myxococcia,Chloroflexi;Anaerolineae,Verrucomicrobiota;Lentisphaeria,Planctomycetota;Phycisphaerae,Bdellovibrionota;Bdellovibrionia,Nanoarchaeota;Nanoarchaeia,Verrucomicrobiota;Kiritimatiellae,Desulfobacterota;Desulfuromonadia,Myxococcota;Polyangia, Planctomycetota; vadinHA49, Actinobacteriota; Acidimicrobiia, Acidobacteriota; Holophagae, Acidobacteriota; Thermoanaerobaculia, Bdellovibrionota; Oligoflexia, Spirochaetota; Spirochaetia, Patescibacteria; Gracilibacteria, Bacteroidota; Rhodothermia, Spirochaetota; V2072-189E03, Planctomycetota; BD7-11, Cyanobacteria; Vampirivibrionia, SAR324_clade(Marine_group_B); SAR324_clade(Marine_group_B),Archaea; Crenarchaeota; Nitrososphaeria, Planctomycetota; Pla3_lineage, LCP-89; LCP-89, Planctomycetota;__, Cloacimonadota; Cloacimonadia, Planctomycetota; Pla4_lineage, WPS-2; WPS-2, NB1-j; NB1-j, Fibrobacterota; Fibrobacteria, Latescibacterota; Latescibacterota, Actinobacteriota; Actinobacteria, Planctomycetota; 028H05-P-BN-P5, Deferribacterota; Deferribacteres, Deinococcota; Deinococci, Calditrichota; Calditrichia, Chloroflexi; Chloroflexia, Proteobacteria;__, Sumerlaeota; Sumerlaeia, Bacteroidota; Ignavibacteria, Cyanobacteria; Sericytochromatia, Gemmatimonadota; BD2-11_terrestrial_group, Spirochaetota; Leptospirae, Bacteroidota; Kapabacteria, Patescibacteria; Parcubacteria, Chloroflexi; KD4-96, Acidobacteriota; Acidobacteriae,Archaea; Halobacterota; Halobacteria, Margulisbacteria; Margulisbacteria, Myxococcota;__, Myxococcota; bacteriap25, Acidobacteriota; Blastocatellia, Hydrogenedentes; Hydrogenedentia, Acidobacteriota; Aminicenantia, Desulfobacterota; uncultured, Fibrobacterota; Chitinivibrionia, Dadabacteria; Dadabacteriia, Proteobacteria; Magnetococcia, Desulfobacterota; Desulfarculia, Verrucomicrobiota; Omnitrophia, Gemmatimonadota; Gemmatimonadetes, Patescibacteria; ABY1,Archaea; Halobacterota; Methanomicrobia, Actinobacteriota; Thermoleophilia, Actinobacteriota; Coriobacteriia, Patescibacteria; Saccharimonadia, Latescibacterota; Latescibacteria, Firmicutes;__, Nitrospinota; P9X2b3D02, Armatimonadota; Fimbriimonadia, Armatimonadota; Chthonomonadetes, Modulibacteria; Moduliflexia,Archaea; Crenarchaeota; Bathyarchaeia, Planctomycetota; SGST604, Nitrospirota; Thermodesulfovibrionia, Firmicutes; uncultured, Zixibacteria; Zixibacteria, Gemmatimonadota; PAUC43f_marine_benthic_group, Nitrospirota; Nitrospiria, Desulfobacterota; Syntrophobacteria, Bacteroidota; Chlorobia, Dependentiae; Babeliae, Acidobacteriota; Subgroup_21
AP-AM-1,Amansia,4087,0,26,302,99,91,4,4,2,7,20,4,88,29,1,0,0,1,0,4,5,0,0,2,2,0,0,0,1,4,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-AM-10,Amansia,4559,139,6,21,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-AM-11,Amansia,4219,450,0,48,66,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-AM-12,Amansia,4096,1,6,58,44,579,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-AM-2,Amansia,3445,879,52,80,153,6,22,8,9,2,5,0,0,3,3,108,0,0,0,0,2,4,0,1,0,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-AM-3,Amansia,2835,1654,37,38,22,171,0,1,1,0,3,0,0,2,0,4,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-AM-4,Amansia,2029,2572,24,15,13,115,10,0,2,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-AM-5,Amansia,2668,2097,8,4,2,0,0,3,2,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-AM-6,Amansia,3523,1190,9,40,11,0,6,3,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-AM-7,Amansia,4218,457,20,58,19,12,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-AM-8,Amansia,2622,471,800,308,246,11,15,101,23,0,53,0,55,33,11,9,2,0,7,11,0,0,0,4,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-AM-9,Amansia,3710,922,0,6,12,0,135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SG-1,Sargassum,3397,1,233,636,237,11,7,46,43,18,9,7,1,14,11,3,3,2,26,18,2,1,5,1,11,7,0,10,9,0,2,2,0,2,0,4,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SG-10,Sargassum,4160,500,0,42,82,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SG-11,Sargassum,3524,869,39,254,61,1,9,3,3,0,3,0,0,0,0,0,4,0,0,3,0,1,0,1,0,1,0,0,0,0,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SG-12,Sargassum,4540,0,4,223,11,1,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SG-2,Sargassum,1420,39,277,1269,623,346,34,82,76,73,55,99,43,50,42,63,8,1,12,56,2,19,15,5,2,7,0,2,14,11,5,1,0,8,3,2,0,5,0,0,0,3,1,5,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SG-3,Sargassum,3540,699,313,83,62,1,1,14,10,2,3,2,1,0,7,0,4,1,7,0,0,0,3,4,3,0,11,3,1,1,0,1,0,2,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SG-4,Sargassum,2025,2674,29,18,31,0,1,0,2,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SG-5,Sargassum,3606,1123,9,10,20,6,4,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SG-6,Sargassum,4396,167,18,51,10,124,5,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SG-7,Sargassum,3335,1363,10,49,22,0,1,0,1,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SG-8,Sargassum,3424,1188,12,14,38,1,95,2,9,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SG-9,Sargassum,3136,1382,8,4,22,0,230,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SN-1,S. nigricans turf,3887,0,152,227,166,121,7,14,14,89,13,14,4,9,4,2,7,2,1,1,3,4,9,2,1,0,11,2,0,0,0,0,0,2,1,1,0,0,4,1,6,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SN-10,S. nigricans turf,3960,391,82,211,96,1,2,12,4,1,8,2,1,1,0,0,1,0,0,0,0,1,1,2,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SN-11,S. nigricans turf,2661,466,469,341,334,231,4,78,27,26,1,0,0,1,5,84,4,1,18,10,0,1,2,0,5,2,1,0,0,2,4,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SN-12,S. nigricans turf,3907,0,195,429,110,0,1,39,15,1,4,0,11,3,4,7,21,0,5,6,1,2,0,2,8,0,7,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SN-2,S. nigricans turf,865,473,1134,951,536,23,1,141,44,68,19,15,155,18,43,48,95,1,38,6,4,3,7,33,9,3,0,5,3,6,0,2,0,3,2,9,0,2,2,2,0,0,0,0,0,0,2,2,0,0,0,13,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SN-3,S. nigricans turf,3051,1391,109,128,65,1,2,12,3,5,4,0,1,0,0,1,1,0,3,4,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SN-4,S. nigricans turf,1562,2108,342,248,129,8,52,46,50,8,13,34,43,0,10,11,59,1,9,8,3,10,1,12,1,0,0,0,0,0,2,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SN-5,S. nigricans turf,1777,787,248,513,435,13,1,122,196,221,17,22,28,9,13,0,26,0,10,10,143,41,58,11,30,1,5,0,1,3,7,1,0,4,2,6,0,0,0,0,7,0,0,0,14,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SN-6,S. nigricans turf,2095,833,125,315,97,1095,4,10,35,35,54,5,16,4,6,11,8,7,8,9,0,1,2,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SN-7,S. nigricans turf,2475,169,612,651,283,10,2,107,52,12,22,7,23,0,47,25,116,3,36,13,0,4,1,14,15,3,22,13,4,1,2,6,0,8,5,0,1,3,0,1,0,0,1,0,1,0,0,4,0,0,1,0,2,3,0,0,1,0,1,0,0,0,0,1,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SN-8,S. nigricans turf,3394,1168,9,8,55,0,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SN-9,S. nigricans turf,3755,893,2,0,5,37,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SP-1,S. punctatus turf,3718,0,443,202,200,16,22,20,7,11,14,8,1,2,9,7,12,3,10,7,1,1,6,4,5,8,3,6,14,0,0,3,0,0,3,3,0,1,3,3,0,3,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SP-10,S. punctatus turf,1893,53,378,443,454,30,71,47,50,180,128,423,37,90,13,13,6,28,20,5,77,21,32,2,3,3,0,1,3,47,3,0,69,2,2,11,59,0,46,6,17,0,1,0,4,0,0,1,0,0,0,0,0,2,0,2,0,1,0,5,0,1,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AP-SP-11,S. punctatus turf,2807,626,3,489,88,296,3,0,49,117,35,68,8,22,0,0,0,15,62,2,2,3,20,0,1,0,0,0,0,19,1,0,19,1,1,4,0,0,2,2,10,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SP-12,S. punctatus turf,4695,0,8,59,22,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SP-2,S. punctatus turf,2583,49,388,591,457,10,10,153,86,191,14,4,7,8,31,8,10,0,6,15,15,73,0,12,7,2,0,0,7,3,2,6,0,4,7,4,0,0,0,0,0,0,1,1,4,7,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AP-SP-3,S. punctatus turf,2690,1227,118,55,108,71,3,3,5,56,29,12,27,21,2,63,1,275,1,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SP-4,S. punctatus turf,1515,2172,9,39,7,953,5,2,13,26,27,6,1,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AP-SP-5,S. punctatus turf,2076,2470,47,42,65,19,2,10,3,13,7,2,1,3,0,0,2,5,2,5,0,1,2,0,0,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SP-6,S. punctatus turf,2846,63,66,591,160,440,3,69,222,170,20,3,2,0,15,2,1,0,16,6,3,12,30,6,1,0,0,0,7,10,1,3,0,0,1,0,0,0,0,0,0,1,10,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SP-7,S. punctatus turf,2853,324,479,399,111,2,4,40,55,2,357,1,99,4,3,2,0,2,9,9,0,1,0,0,1,8,0,1,0,3,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SP-8,S. punctatus turf,2468,1811,47,44,52,249,45,5,5,12,13,15,3,1,2,3,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP-SP-9,S. punctatus turf,2930,912,17,186,175,127,13,49,62,187,26,19,5,2,3,1,3,1,6,4,0,20,4,1,5,0,0,0,0,1,2,0,1,2,4,6,0,0,0,1,1,0,4,1,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0