Coral,Treatment 1,Treatment 2,OTU,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Kingdom,Phylum,Class,Order,Family,Genus,Trend
Acropora,Empty,Turf mimic,de9398da6b44d4d49d760b6eb44b74fd,6.074433672,43.58034528,2.794317412,15.59606117,7.74E-55,2.01E-52,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher empty
Acropora,Empty,Amansia,de9398da6b44d4d49d760b6eb44b74fd,6.074433672,14.2387578,2.794273651,5.095691968,3.47E-07,7.82E-06,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in Empty
Acropora,Macroalgae mimic,Turf mimic,de9398da6b44d4d49d760b6eb44b74fd,6.074433672,-43.6805458,2.787109467,-15.67234668,2.34E-55,7.90E-53,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in Macroalgae mimic
Acropora,Macroalgae mimic,Amansia,de9398da6b44d4d49d760b6eb44b74fd,6.074433672,14.33895832,2.787065705,5.144822488,2.68E-07,3.90E-06,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in Macroalgea mimic
Acropora,Turf mimic,Sargassum,de9398da6b44d4d49d760b6eb44b74fd,6.074433672,-43.63031096,2.79096418,-15.63270187,4.36E-55,1.13E-52,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in Sargassum
Acropora,Turf mimic,S nigricans,de9398da6b44d4d49d760b6eb44b74fd,6.074433672,50.08230884,2.7349853,18.31172871,6.67E-75,1.54E-72,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in S nigricans
Acropora,Turf mimic,S punctatus,de9398da6b44d4d49d760b6eb44b74fd,6.074433672,46.98421166,2.739922614,17.14800682,6.50E-66,7.51E-64,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in S punctatus
Acropora,Amansia,Sargassum,de9398da6b44d4d49d760b6eb44b74fd,6.074433672,14.28872348,2.790920418,5.119717275,3.06E-07,2.59E-05,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in Sargassum
Acropora,Amansia,S nigricans,de9398da6b44d4d49d760b6eb44b74fd,6.074433672,-20.74072135,2.734941528,-7.583606868,3.36E-14,1.71E-12,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in S nigricans
Acropora,Amansia,S punctatus,de9398da6b44d4d49d760b6eb44b74fd,6.074433672,17.64262418,2.739878843,6.43919866,1.20E-10,5.40E-09,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Higher in S punctatus
Acropora,Empty,Turf mimic,11b04708476c1a87ef0d7ece3bd54577,6.052097565,-17.23656159,3.145628252,-5.479529114,4.26E-08,3.68E-06,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,Higher in Turf mimic
Acropora,Empty,Amansia,11b04708476c1a87ef0d7ece3bd54577,6.052097565,-18.89557949,3.117970792,-6.060216967,1.36E-09,3.67E-08,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,Higher in Amansia
Acropora,Empty,Sargassum,11b04708476c1a87ef0d7ece3bd54577,6.052097565,-22.65171235,3.09343491,-7.322511386,2.43E-13,7.09E-12,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,Higher in Sargassum
Acropora,Empty,S nigricans,11b04708476c1a87ef0d7ece3bd54577,6.052097565,-21.68082918,3.093883009,-7.007643506,2.42E-12,4.44E-11,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,Higher in S nigricans
Acropora,Empty,S punctatus,11b04708476c1a87ef0d7ece3bd54577,6.052097565,-21.50198155,3.093998723,-6.949576735,3.66E-12,1.24E-10,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,Higher in S punctatuss
Acropora,Macroalgae mimic,Turf mimic,11b04708476c1a87ef0d7ece3bd54577,6.052097565,18.24794482,3.145628252,5.801049381,6.59E-09,1.11E-06,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,Higher in Turf mimic
Acropora,Macroalgae mimic,Amansia,11b04708476c1a87ef0d7ece3bd54577,6.052097565,-19.90696273,3.117970792,-6.384589227,1.72E-10,3.51E-09,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,Higher in Amansia
Acropora,Macroalgae mimic,Sargassum,11b04708476c1a87ef0d7ece3bd54577,6.052097565,-23.66309559,3.09343491,-7.649456437,2.02E-14,8.12E-13,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,Higher in Sargassum
Acropora,Macroalgae mimic,S nigricans,11b04708476c1a87ef0d7ece3bd54577,6.052097565,-22.69221241,3.093883009,-7.334541204,2.22E-13,9.68E-12,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,Higher in S nigricans
Acropora,Macroalgae mimic,S punctatus,11b04708476c1a87ef0d7ece3bd54577,6.052097565,-22.51336478,3.093998723,-7.276462208,3.43E-13,1.70E-11,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,Higher in S punctatus
Acropora,Empty,Macroalgae mimic,577df33c2b7f3db91c03241266ef364d,7.711281865,-28.31927573,5.430346535,-5.215003417,1.84E-07,2.49E-05,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora_VP642b,Higher in Macroalgae Mimic
Acropora,Empty,Turf mimic,577df33c2b7f3db91c03241266ef364d,7.711281865,-22.45429787,5.454555948,-4.116613358,3.84E-05,0.002212898,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora_VP642b,Higher in Turf mimic
Acropora,Macroalgae mimic,Amansia,577df33c2b7f3db91c03241266ef364d,7.711281865,22.28314214,5.430020687,4.103693783,4.07E-05,0.000552984,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora_VP642b,Higher in Macroalgea mimic
Acropora,Macroalgae mimic,Sargassum,577df33c2b7f3db91c03241266ef364d,7.711281865,28.47849088,5.430346535,5.244322936,1.57E-07,5.61E-06,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora_VP642b,Higher in Macroalge mimic
Acropora,Macroalgae mimic,S nigricans,577df33c2b7f3db91c03241266ef364d,7.711281865,29.19116261,5.430346535,5.375561655,7.63E-08,2.66E-06,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora_VP642b,Higher in Macroalgae mimic
Acropora,Macroalgae mimic,S punctatus,577df33c2b7f3db91c03241266ef364d,7.711281865,29.12411537,5.430346535,5.363214885,8.18E-08,2.85E-06,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora_VP642b,Higher in Macroalgae Mimic
Acropora,Turf mimic,Sargassum,577df33c2b7f3db91c03241266ef364d,7.711281865,22.61351302,5.454555948,4.145802745,3.39E-05,0.001461732,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora_VP642b,Higher in Turf mimic
Acropora,Turf mimic,S nigricans,577df33c2b7f3db91c03241266ef364d,7.711281865,-23.32618475,5.454555948,-4.276458977,1.90E-05,0.000337419,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora_VP642b,Higher in Turf mimic
Acropora,Turf mimic,S punctatus,577df33c2b7f3db91c03241266ef364d,7.711281865,-23.25913751,5.454555948,-4.264167007,2.01E-05,0.000348341,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora_VP642b,Higher in Turf mimic
Acropora,Empty,S punctatus,6db3e9ec9e15e18bfc098d2d73b990e1,2.042904608,-27.50775841,5.430898972,-5.065046976,4.08E-07,1.10E-05,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in S punctatuss
Acropora,Macroalgae mimic,S nigricans,6db3e9ec9e15e18bfc098d2d73b990e1,2.042904608,-21.10915362,5.4618738,-3.864818997,0.000111172,0.002417983,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in S nigricans
Acropora,Macroalgae mimic,S punctatus,6db3e9ec9e15e18bfc098d2d73b990e1,2.042904608,-27.96618551,5.430898972,-5.14945788,2.61E-07,8.26E-06,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in S punctatus
Acropora,Turf mimic,S nigricans,6db3e9ec9e15e18bfc098d2d73b990e1,2.042904608,20.43345228,5.4618738,3.741106628,0.000183212,0.002489525,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in S nigricans
Acropora,Turf mimic,S punctatus,6db3e9ec9e15e18bfc098d2d73b990e1,2.042904608,27.29048416,5.430898972,5.025039925,5.03E-07,1.06E-05,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in S punctatus
Acropora,Amansia,S punctatus,6db3e9ec9e15e18bfc098d2d73b990e1,2.042904608,20.52335472,5.430573124,3.779224449,0.000157318,0.004724737,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in S punctatus
Acropora,Sargassum,S nigricans,6db3e9ec9e15e18bfc098d2d73b990e1,2.042904608,-20.79787101,5.4618738,-3.807827089,0.000140193,0.011846329,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Higher in S nigricans
Acropora,Empty,Macroalgae mimic,2fb05caa3ebcf591e04f34a70b22373b,16.53237981,-18.0799166,2.292137394,-7.887797934,3.08E-15,6.93E-13,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,Higher in Macroalgae Mimic
Acropora,Empty,Turf mimic,2fb05caa3ebcf591e04f34a70b22373b,16.53237981,-21.21410748,2.250641442,-9.425805051,4.27E-21,5.53E-19,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,Higher in Turf mimic
Acropora,Empty,Amansia,2fb05caa3ebcf591e04f34a70b22373b,16.53237981,-22.9348249,2.244344289,-10.21894235,1.63E-24,1.10E-22,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,Higher in Amansia
Acropora,Empty,Sargassum,2fb05caa3ebcf591e04f34a70b22373b,16.53237981,-20.08379762,2.257690333,-8.89572734,5.80E-19,2.96E-17,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,Higher in Sargassum
Acropora,Empty,S nigricans,2fb05caa3ebcf591e04f34a70b22373b,16.53237981,-23.60781282,2.242799276,-10.526048,6.55E-26,2.70E-24,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,Higher in S nigricans
Acropora,Empty,S punctatus,2fb05caa3ebcf591e04f34a70b22373b,16.53237981,-23.93567637,2.242570006,-10.67332405,1.36E-26,7.33E-25,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,Higher in S punctatuss
Acropora,Macroalgae mimic,Amansia,65765867e53b3a4f712070e403f22a79,53.6994354,3.078814837,0.901331058,3.415853487,0.000635824,0.007105963,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,Cyanobacterium_CLg1,Higher in Macroalgea mimic
Acropora,Macroalgae mimic,S nigricans,65765867e53b3a4f712070e403f22a79,53.6994354,2.637960517,0.897393608,2.93958024,0.003286572,0.049727257,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,Cyanobacterium_CLg1,Higher in Macroalgae mimic
Acropora,Empty,Amansia,cd7ad6927451bee179bbb7f602dad5ba,13.60190921,14.10376472,2.725498099,5.174747591,2.28E-07,5.60E-06,d__Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Higher in Empty
Acropora,Macroalgae mimic,Amansia,cd7ad6927451bee179bbb7f602dad5ba,13.60190921,15.80446919,2.696630378,5.860821459,4.61E-09,8.54E-08,d__Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Higher in Macroalgea mimic
Acropora,Turf mimic,Amansia,cd7ad6927451bee179bbb7f602dad5ba,13.60190921,20.76391891,2.664611616,7.792474814,6.57E-15,6.25E-13,d__Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Higher in Turf mimic
Acropora,Amansia,Sargassum,cd7ad6927451bee179bbb7f602dad5ba,13.60190921,16.90509364,2.682374756,6.302286284,2.93E-10,3.30E-08,d__Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Higher in Sargassum
Acropora,Amansia,S nigricans,cd7ad6927451bee179bbb7f602dad5ba,13.60190921,-19.5200688,2.665026567,-7.324530659,2.40E-13,9.78E-12,d__Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Higher in S nigricans
Acropora,Amansia,S punctatus,cd7ad6927451bee179bbb7f602dad5ba,13.60190921,21.34717335,2.663522438,8.014639953,1.10E-15,1.49E-13,d__Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Higher in S punctatus
Acropora,Empty,S punctatus,441a3aaeda8bacfd1aa3e30ae9068ba2,7.350769176,-7.528088685,2.530602343,-2.974820878,0.002931597,0.039576556,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,Higher in S punctatuss
Acropora,Macroalgae mimic,S punctatus,441a3aaeda8bacfd1aa3e30ae9068ba2,7.350769176,-7.284834782,2.524855925,-2.885247712,0.003911058,0.048608863,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,Higher in S punctatus
Acropora,Turf mimic,S punctatus,441a3aaeda8bacfd1aa3e30ae9068ba2,7.350769176,7.251423632,2.530975072,2.865071139,0.004169156,0.040128124,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,Higher in S punctatus
Acropora,Sargassum,S punctatus,441a3aaeda8bacfd1aa3e30ae9068ba2,7.350769176,-7.554298821,2.529387741,-2.986611621,0.002820878,0.046544493,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,Higher in S punctatus
Acropora,Empty,Amansia,6d71ec70dab817d57bd8ffd5d5288452,26.40221725,-19.47655376,2.32167206,-8.38902018,4.90E-17,1.89E-15,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfopila,Higher in Amansia
Acropora,Empty,Sargassum,6d71ec70dab817d57bd8ffd5d5288452,26.40221725,-18.30963148,2.347271369,-7.800389733,6.17E-15,2.10E-13,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfopila,Higher in Sargassum
Acropora,Empty,S nigricans,6d71ec70dab817d57bd8ffd5d5288452,26.40221725,-23.81628816,2.294182265,-10.38116654,3.02E-25,9.97E-24,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfopila,Higher in S nigricans
Acropora,Empty,S punctatus,6d71ec70dab817d57bd8ffd5d5288452,26.40221725,-25.71106179,2.293570341,-11.21006028,3.64E-29,2.46E-27,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfopila,Higher in S punctatuss
Acropora,Empty,S punctatus,68bf6db30b65cec6f25986645cda4e72,9.787491887,-7.592654387,2.602815252,-2.917093091,0.003533103,0.043360811,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfopila,Higher in S punctatuss
Acropora,Empty,S punctatus,d25248861c7c63f65e565bf5d6a4acf5,6.583158331,-7.43793667,2.43042066,-3.060349507,0.002210788,0.033161825,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfopila,Higher in S punctatuss
Acropora,Macroalgae mimic,Amansia,6d71ec70dab817d57bd8ffd5d5288452,26.40221725,-20.81990841,2.32167206,-8.967635342,3.03E-19,1.24E-17,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfopila,Higher in Amansia
Acropora,Macroalgae mimic,Sargassum,6d71ec70dab817d57bd8ffd5d5288452,26.40221725,-19.65298614,2.347271369,-8.372694525,5.63E-17,3.02E-15,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfopila,Higher in Sargassum
