index,Algal_Treatment,Actinobacteriota; Acidimicrobiia,Planctomycetota; 028H05-P-BN-P5,CyanoCyanobacteriia,Chloroflexi; Anaerolineae,Bacteroidota; Bacteroidia,ProteoGammaproteobacteria,ProteoAlphaproteobacteria,Planctomycetota; Phycisphaerae,Sumerlaeota; Sumerlaeia,Planctomycetota; Planctomycetes,Latescibacterota; Latescibacterota,Verrucomicrobiota; Verrucomicrobiae,Planctomycetota; OM190,Planctomycetota; vadinHA49,Firmicutes; Bacilli,Hydrogenedentes; Hydrogenedentia,Myxococcota; Polyangia,Verrucomicrobiota; Kiritimatiellae,Desulfobacterota; Desulfobacteria,Bdellovibrionota; Bdellovibrionia,Acidobacteriota; Thermoanaerobaculia,Planctomycetota;__,Firmicutes; Clostridia,Bdellovibrionota; Oligoflexia,Myxococcota; Myxococcia,CyanoVampirivibrionia,Firmicutes;__,NB1-j; NB1-j,Campilobacterota; Campylobacteria,PatesciGracilibacteria,Chloroflexi; TK17,Fibrobacterota; Chitinivibrionia,Planctomycetota; Pla4_lineage,Acidobacteriota; Vicinamibacteria,WPS-2; WPS-2,Desulfobacterota; Desulfovibrionia,CyanoSericytochromatia,Desulfobacterota; Desulfobulbia,Verrucomicrobiota; Lentisphaeria,Archaea; Nanoarchaeota; Nanoarchaeia,SAR324_clade(Marine_group_B); SAR324_clade(Marine_group_B),Chloroflexi; KD4-96,Desulfobacterota; Desulfuromonadia,Cloacimonadota; Cloacimonadia,Acidobacteriota; Subgroup_22,Spirochaetota; Spirochaetia,Archaea; Halobacterota; Halobacteria,Verrucomicrobiota; Omnitrophia,Planctomycetota; Pla3_lineage,Planctomycetota; SGST604,Chloroflexi; Dehalococcoidia,Myxococcota;__,Firmicutes; Negativicutes,Verrucomicrobiota; Chlamydiae,Actinobacteriota; Actinobacteria,Nitrospirota; Nitrospiria,Elusimicrobiota; Lineage_IIb,Planctomycetota; BD7-11,Gemmatimonadota; PAUC43f_marine_benthic_group,PatesciParcubacteria,Acidobacteriota; Aminicenantia,Bacteroidota; Ignavibacteria,MargulisMargulisbacteria,Marinimicrobia_(SAR406_clade); Marinimicrobia_(SAR406_clade),Gemmatimonadota; BD2-11_terrestrial_group,Spirochaetota; MVP-15,PAUC34f; PAUC34f,Spirochaetota; Leptospirae,Acidobacteriota; Acidobacteriae,Archaea; Thermoplasmatota; Thermoplasmata,Bacteroidota; Rhodothermia,LCP-89; LCP-89,Calditrichota; Calditrichia,Acidobacteriota; Holophagae,Spirochaetota; V2072-189E03,Latescibacterota; Latescibacteria,Proteobacteria;__,Acidobacteriota; Blastocatellia,Desulfobacterota; Desulfarculia,Archaea; Crenarchaeota; Nitrososphaeria,Fusobacteriota; Fusobacteriia,Deinococcota; Deinococci,DadaDadabacteriia,Chloroflexi; TK10,Dependentiae; Babeliae,Actinobacteriota; Thermoleophilia,ModuliModuliflexia,Desulfobacterota;__,Bacteroidota; Kryptonia,Bacteroidota; Kapabacteria,Acidobacteriota; Subgroup_21,Fibrobacterota; Fibrobacteria,ProteoMagnetococcia,Actinobacteriota; Rubrobacteria,Fermentibacterota; Fermentibacteria,Sva0485; Sva0485,Acidobacteriota; Subgroup_26,Elusimicrobiota; Elusimicrobia,Nitrospirota; Thermodesulfovibrionia,MBNT15; MBNT15,PoriPoribacteria,Chloroflexi; Chloroflexia,Planctomycetota; Brocadiae,Deferribacterota; Deferribacteres,Myxococcota; bacteriap25,ZixiZixibacteria,Acidobacteriota; Subgroup_18,Archaea; Crenarchaeota; Bathyarchaeia,Archaea;__;__,Entotheonellaeota; Entotheonellia,PatesciABY1,Archaea; Asgardarchaeota; Odinarchaeia,Desulfobacterota; uncultured,FCPU426; FCPU426,PatesciSaccharimonadia,Archaea; Asgardarchaeota; Lokiarchaeia,Synergistota; Synergistia,Archaea; Halobacterota; Methanomicrobia,Verrucomicrobiota;__,Archaea; Euryarchaeota; Thermococci,Acetothermia; Acetothermiia,Halanaerobiaeota; Halanaerobiia,Desulfobacterota; Syntrophobacteria,PatesciWWE3,Armatimonadota; Fimbriimonadia,Gemmatimonadota; Gemmatimonadetes,Spirochaetota; Brevinematia
PR-SG-10,Sargassum,0,5,32,0,655,1493,796,11,0,3,0,38,2,0,1,0,2,2,659,99,3,8,23,47,0,0,0,0,401,9,0,5,3,0,2,130,0,4,73,114,12,0,34,3,0,22,0,0,0,0,0,16,0,0,0,0,0,7,0,0,0,11,0,2,0,0,0,0,0,0,0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SG-11,Sargassum,0,0,0,0,334,407,316,0,0,0,0,3,1,0,0,0,0,0,2350,45,0,0,99,1,0,0,0,0,596,189,0,0,0,0,0,333,0,0,22,25,8,0,0,37,0,15,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SG-12,Sargassum,29,0,317,16,2136,894,754,11,5,40,0,23,7,9,14,0,25,0,0,18,4,6,46,13,4,6,0,4,14,138,0,0,5,0,0,0,0,4,3,3,26,0,1,0,0,174,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,1,0,0,0,12,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SG-2,Sargassum,14,0,218,27,572,3184,415,3,0,13,0,22,7,0,53,0,3,12,4,69,6,6,8,6,4,0,0,0,97,4,0,0,0,0,6,1,0,0,10,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SG-3,Sargassum,2,10,556,3,912,1778,1049,19,0,36,0,73,60,0,0,0,14,0,2,45,52,3,30,22,1,0,0,0,28,1,0,0,0,0,0,1,0,0,27,13,1,1,19,0,0,0,0,0,0,0,0,1,0,2,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SG-4,Sargassum,0,3,18,1,685,810,448,12,0,5,0,22,7,0,22,0,3,1,695,17,0,0,275,6,0,1,0,0,291,27,0,9,1,0,2,291,0,6,330,646,15,0,9,19,0,40,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,8,0,15,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PR-SG-5,Sargassum,28,1,666,15,948,591,1649,30,3,107,0,38,19,2,26,0,12,8,66,17,6,2,36,5,20,5,0,3,21,3,0,0,1,1,0,62,0,6,1,13,3,0,31,0,0,148,0,3,3,0,2,0,0,6,2,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,4,0,3,149,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SG-6,Sargassum,1,0,1,0,1695,863,119,1,0,0,0,0,0,0,480,0,0,2,25,60,0,0,652,15,0,0,0,0,224,0,0,0,0,0,0,330,0,9,22,115,52,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SG-7,Sargassum,28,3,642,40,981,1210,703,37,1,162,2,169,23,65,69,1,36,7,17,55,0,16,174,3,7,2,0,2,3,6,0,0,2,2,2,47,9,15,22,4,7,5,7,0,0,0,0,2,4,0,0,0,0,6,0,0,0,10,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,5,0,0,3,2,0,0,160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SG-8,Sargassum,48,0,360,18,749,2052,829,16,0,40,0,92,19,9,26,0,4,3,5,43,6,0,25,0,0,7,0,0,220,26,0,0,5,0,9,6,5,43,3,6,5,0,17,0,1,3,19,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,2,0,1,49,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
PR-SG-9,Sargassum,0,0,6,1,935,550,121,16,0,0,0,5,0,0,0,0,0,35,709,42,0,0,457,2,0,0,0,0,152,1,0,0,0,0,0,920,0,10,230,239,13,0,24,45,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SN-1,S_nigricans,11,5,1692,10,762,631,581,14,5,102,0,72,55,78,30,0,16,5,12,19,7,4,66,11,5,10,0,4,124,1,0,0,3,0,6,11,0,207,52,3,10,2,5,4,1,63,0,0,10,0,0,2,0,1,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,35,0,0,1,0,0,1,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SN-10,S_nigricans,14,0,810,103,1119,770,1206,41,0,147,0,72,45,18,3,0,28,7,47,20,0,1,38,7,36,0,1,0,24,0,0,0,0,0,0,74,0,119,5,1,1,0,1,0,0,9,0,0,1,2,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SN-11,S_nigricans,0,0,148,3,570,1240,618,5,0,2,0,24,0,1,1,0,1,9,299,17,0,0,271,18,0,0,0,0,714,21,0,3,0,0,0,290,0,12,330,34,11,0,1,0,0,68,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SN-12,S_nigricans,1,0,850,46,656,790,548,49,1,64,0,111,10,2,6,0,9,347,451,7,2,0,103,9,8,13,0,0,146,2,0,0,0,0,1,338,0,70,1,15,9,0,1,0,0,32,0,0,4,0,0,0,0,1,0,0,0,3,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,20,4,0,0,1,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PR-SN-2,S_nigricans,0,0,228,8,526,952,329,13,0,6,0,55,4,0,5,0,14,5,1308,15,0,0,303,10,0,0,0,0,312,19,0,6,0,0,1,217,0,26,187,211,3,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SN-3,S_nigricans,2,0,525,99,955,1229,501,47,0,56,0,109,16,6,3,0,15,67,96,9,1,1,222,2,13,1,0,0,167,0,0,0,0,0,0,158,1,192,60,24,15,0,0,9,0,43,0,0,1,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,4,55,0,0,0,0,0,0,0,0,52,1,0,0,2,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SN-4,S_nigricans,17,3,107,20,342,2188,586,27,0,101,3,38,27,10,19,2,14,0,504,16,54,1,174,14,1,3,4,1,165,25,0,0,10,0,0,54,0,22,39,60,8,1,3,8,2,28,0,2,8,0,0,1,0,4,0,0,0,7,0,0,0,12,1,7,0,0,1,11,0,0,3,10,0,5,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,5,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SN-5,S_nigricans,10,0,470,7,1199,1586,850,49,0,32,2,21,10,5,69,0,4,9,1,25,4,1,15,1,1,9,0,0,0,1,0,0,2,0,4,6,0,59,10,0,2,0,1,0,0,303,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SN-6,S_nigricans,3,2,762,205,680,971,673,51,1,122,2,99,23,8,1,3,17,38,93,21,0,0,95,0,23,11,1,0,453,3,0,1,2,0,0,132,5,94,24,14,4,0,7,3,0,81,0,1,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,4,0,0,0,4,0,1,0,0,8,0,0,0,0,0,0,7,19,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PR-SN-7,S_nigricans,0,0,37,0,847,446,247,15,0,5,0,7,3,1,1,0,0,0,967,22,0,0,220,9,0,1,0,0,427,55,0,1,0,0,1,501,1,11,336,314,11,0,27,15,0,222,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,12,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SN-8,S_nigricans,3,0,1192,186,714,526,973,39,1,97,0,71,17,5,2,4,25,137,41,35,3,0,26,2,37,4,0,0,170,0,0,0,1,0,1,126,0,192,9,19,1,1,12,0,1,63,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,6,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PR-SN-9,S_nigricans,4,0,735,100,680,914,1038,40,10,100,0,158,22,2,7,1,23,37,224,19,7,4,90,6,18,5,0,1,189,5,0,0,3,1,3,83,13,134,11,5,9,1,14,0,0,34,0,0,0,0,0,1,0,3,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,5,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SP-1,S_punctatus,14,1,398,40,812,664,631,35,1,35,1,122,6,3,44,0,10,20,197,17,4,2,197,0,0,15,0,0,97,2,0,0,2,0,4,127,1,831,123,6,4,0,112,10,0,55,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,4,1,0,8,69,0,0,0,0,0,44,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SP-10,S_punctatus,0,5,135,5,848,1093,509,11,0,15,0,12,10,2,2,0,2,1,151,199,3,0,361,3,0,0,0,0,626,28,0,0,1,0,0,458,0,14,84,43,58,0,7,0,0,38,0,0,1,0,0,49,0,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SP-11,S_punctatus,2,0,370,4,121,3880,195,16,0,10,0,15,7,10,27,0,4,0,5,8,3,1,19,6,10,1,0,1,20,1,0,0,3,0,0,2,2,24,1,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SP-12,S_punctatus,2,1,279,1,607,1346,726,136,0,138,0,21,7,4,2,0,10,5,330,28,13,2,131,43,0,0,0,0,487,7,0,8,0,0,1,137,0,12,60,74,16,0,6,6,0,52,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,23,0,9,0,0,0,0,0,0,2,26,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SP-2,S_punctatus,13,4,661,23,705,1062,1004,46,1,98,0,311,27,12,34,0,20,10,94,19,6,11,111,7,2,3,0,2,55,3,0,0,17,0,4,7,4,271,7,8,6,0,23,4,0,21,0,1,2,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,6,0,0,1,0,0,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PR-SP-3,S_punctatus,4,1,88,13,552,1729,642,31,2,27,3,76,8,1,20,0,3,23,126,19,4,7,262,2,0,0,5,0,333,3,0,0,9,0,2,93,0,508,32,8,2,0,52,12,0,50,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SP-4,S_punctatus,11,3,1386,76,649,1195,716,21,2,106,0,43,34,14,8,0,20,3,6,22,17,4,60,4,9,11,0,0,126,3,0,0,0,0,3,37,0,95,3,5,2,1,8,2,0,4,0,0,9,1,0,0,0,4,0,0,0,10,0,2,0,0,0,0,2,0,0,0,0,0,10,0,3,8,4,0,0,3,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SP-5,S_punctatus,3,0,385,92,505,965,556,29,4,36,0,131,16,1,8,0,6,89,275,10,17,2,34,2,2,5,21,0,235,1,0,1,2,0,1,50,0,952,70,8,24,0,7,0,0,28,0,8,0,0,0,0,0,0,0,0,0,4,0,1,100,0,0,20,0,8,0,5,0,0,0,1,0,1,7,0,0,0,0,18,20,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SP-6,S_punctatus,2,0,175,27,824,1352,610,12,0,45,0,136,20,0,13,0,6,48,62,26,2,6,292,1,1,4,0,0,115,3,0,2,4,0,2,46,0,715,25,23,8,0,28,0,0,59,0,0,2,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SP-7,S_punctatus,0,0,14,2,532,1860,270,1,0,3,0,22,1,0,4,0,0,0,55,9,0,1,527,32,0,0,0,0,1238,18,0,0,0,0,1,138,0,0,6,17,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SP-8,S_punctatus,1,0,293,167,787,1325,779,40,1,69,5,152,17,0,4,0,19,52,106,12,1,8,18,7,1,1,0,0,248,0,0,2,0,0,2,20,0,549,10,4,3,0,24,0,0,12,0,0,3,0,0,0,0,1,0,0,0,1,0,1,10,1,1,0,1,0,0,0,0,0,1,0,1,2,3,1,1,0,0,0,17,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-SP-9,S_punctatus,0,1,28,0,374,1075,418,47,0,2,0,23,0,2,3,0,0,0,358,91,0,0,483,36,1,6,0,0,403,10,0,3,1,0,1,342,0,11,317,539,3,0,4,1,0,64,0,0,0,0,0,9,0,2,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
PR-TM-1,Turf_mimic,2,1,157,5,1390,1090,1416,7,0,33,0,14,5,0,175,0,1,0,4,11,0,3,19,0,7,1,0,0,1,13,0,0,0,0,0,9,0,0,2,4,2,0,0,0,0,368,2,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
PR-TM-10,Turf_mimic,21,8,327,16,1036,2322,480,2,0,74,1,140,22,20,45,0,20,2,7,17,10,0,46,16,0,0,0,4,9,9,0,0,0,0,3,2,8,3,29,2,0,3,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,43,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
PR-TM-11,Turf_mimic,2,1,825,6,351,1593,341,10,0,7,0,25,9,8,5,0,1,4,5,22,4,1,351,4,0,1,0,1,1048,23,0,0,0,0,0,87,0,1,5,0,8,0,4,0,0,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-TM-12,Turf_mimic,41,0,572,10,2032,645,592,7,0,73,0,70,23,21,152,0,6,14,9,26,0,15,52,9,9,0,0,11,5,245,0,0,7,0,6,0,0,13,4,1,15,0,9,0,0,0,3,0,1,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,4,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-TM-2,Turf_mimic,1,5,247,4,524,2474,1337,1,0,12,0,10,14,0,2,0,15,1,2,21,0,0,5,6,0,0,0,0,25,6,0,0,2,0,1,5,0,3,8,10,2,0,11,0,0,0,0,0,0,0,0,14,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-TM-3,Turf_mimic,23,0,1330,7,457,604,930,145,1,284,21,145,31,0,1,6,121,12,38,17,0,1,8,0,287,1,0,45,6,2,0,0,0,0,4,66,4,4,51,8,2,2,3,0,10,52,0,0,0,0,0,0,0,3,0,0,0,20,0,0,0,2,0,0,11,0,0,2,7,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-TM-4,Turf_mimic,30,3,1343,30,695,1177,730,15,2,106,3,115,30,25,39,1,24,15,14,51,2,0,49,13,1,11,1,2,28,4,0,0,2,0,5,2,6,18,24,4,7,4,11,0,0,1,13,1,5,1,0,0,1,2,5,0,0,8,0,0,0,0,2,0,1,0,0,1,0,0,5,0,1,2,1,4,8,0,1,5,64,4,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
PR-TM-5,Turf_mimic,40,5,1233,26,736,1084,947,19,1,106,0,77,46,3,13,0,31,6,33,49,2,9,76,16,13,5,0,3,5,1,0,2,4,0,7,15,1,7,6,8,5,3,15,0,1,1,2,0,3,0,2,0,0,2,0,0,0,5,0,0,2,0,0,0,2,0,0,1,0,1,10,1,3,3,0,1,6,2,0,11,64,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-TM-6,Turf_mimic,25,5,1850,29,597,894,774,50,2,102,1,41,40,12,7,0,18,11,62,39,18,7,52,6,2,1,0,1,9,1,0,0,1,1,7,30,4,6,6,8,3,3,8,0,1,3,0,0,3,0,0,7,0,1,0,0,0,5,0,0,1,3,0,0,1,0,0,0,0,0,3,1,3,5,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-TM-7,Turf_mimic,5,2,641,5,703,1713,1111,3,1,59,0,182,83,2,1,0,6,2,6,79,0,1,20,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,84,15,3,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,33,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-TM-8,Turf_mimic,14,2,1228,91,863,1197,727,38,4,58,0,84,30,8,63,0,64,4,6,28,6,1,42,15,9,20,0,1,2,2,0,0,11,1,19,5,0,4,7,8,4,1,10,0,0,2,4,0,0,0,0,1,0,4,5,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,4,0,3,8,0,0,0,0,0,3,62,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR-TM-9,Turf_mimic,11,2,438,2,1235,1626,968,27,0,41,5,122,10,26,42,0,3,1,4,24,0,0,43,16,12,6,0,0,15,11,0,0,10,1,8,13,1,4,7,0,1,0,6,0,0,0,2,0,2,0,0,0,0,3,7,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PT-E-12,Empty,33,0,466,11,2487,513,875,15,0,75,0,18,27,6,11,0,4,2,1,36,9,0,52,1,0,4,0,6,0,29,0,0,2,1,2,1,3,4,0,0,0,0,0,0,0,62,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,0,4,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2